0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
-0.29945236852445933,0.030790541400913033,0.43405337788091464,0.05882981783346651,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,69.0
-0.0330504838210206,0.9302895036747907,0.9647012515080116,0.6488982013185853,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,77.33333333333333
0.8327556414651553,1.345442870878119,1.163694204118173,1.16815837878549,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,84.66666666666667
-0.36605283970031904,-0.17678614220075106,-0.1629254799495694,-0.2480057415787953,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,64.66666666666667
0.4331528144099972,-0.38436282580241515,-0.7599043377800535,-0.2480057415787953,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,64.66666666666667
-2.4306674461519693,-3.1520519404912695,-3.5458056743223123,-3.1983476590043893,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,23.0
1.96496365145477,2.1065573774175537,2.0923279829655925,2.1594732630404896,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,98.66666666666669
-0.6324547244037578,0.5151361364714626,0.7657082988978502,0.2240489652092998,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,71.33333333333333
0.10015045853069877,-0.38436282580241515,-0.1629254799495694,-0.15359480022117628,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,66.0
-1.231858964986495,-0.7995161930057433,-1.0915592587969891,-1.0977042137973665,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,52.666666666666664
0.03354998735483909,-0.38436282580241515,-0.494580400966505,-0.29521121225760477,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,64.0
-0.4992537820520384,-0.5227472815368579,-0.29558744835634365,-0.4604303596334381,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,61.666666666666664
0.4997532855858569,-0.38436282580241515,-0.5609113851698921,-0.15359480022117628,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,66.0
-0.09965095499688029,-0.03840168646630833,0.5003843620843017,0.12963802385168077,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,70.0
-0.29945236852445933,-0.17678614220075106,-0.0965944957461823,-0.20080027089998578,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,65.33333333333333
-1.2984594361623547,-2.252552978217392,-2.21918599025457,-2.0182108920341517,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,39.666666666666664
